object_id,best_place,place_precision,country,region,district,rajon,village,lat,lon,has_coordinates,koht,place_key
518521,Koni küla,küla,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,Koni küla,107.0,,False,Koni küla; Turja külanõukogu; Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|koni küla
519423,Knjazpogostski rajoon,rajoon,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,,,,False,Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|
519424,Lug küla,küla,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,Lug küla,130.0,,False,Lug küla; Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|lug küla
519425,Lug küla,küla,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,Lug küla,130.0,,False,Lug küla; Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|lug küla
519426,Lug küla,küla,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,Lug küla,130.0,,False,Lug küla; Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|lug küla
519427,Lug küla,küla,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,Lug küla,130.0,,False,Lug küla; Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|lug küla
519428,Knjazpogostski rajoon,rajoon,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,,,,False,Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|
519429,Knjazpogostski rajoon,rajoon,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,,,,False,Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|
519430,Turja küla,küla,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,Turja küla,92.0,,False,Turja küla; Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|turja küla
519431,Knjazpogostski rajoon,rajoon,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,,,,False,Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|
519433,Knjazpogostski rajoon,rajoon,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,,,,False,Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|
519800,Mishkino rajoon,rajoon,Venemaa,Bashkortostani Vabariik,,Mishkino rajoon,,,,False,Mishkino rajoon; Bashkortostani Vabariik; Venemaa,venemaa|bashkortostani vabariik||mishkino rajoon|
520181,Mishkino rajoon,rajoon,Venemaa,Bashkortostani Vabariik,,Mishkino rajoon,,,,False,Mishkino rajoon; Bashkortostani Vabariik; Venemaa,venemaa|bashkortostani vabariik||mishkino rajoon|
520182,Mishkino rajoon,rajoon,Venemaa,Bashkortostani Vabariik,,Mishkino rajoon,,,,False,Mishkino rajoon; Bashkortostani Vabariik; Venemaa,venemaa|bashkortostani vabariik||mishkino rajoon|
520183,Mishkino rajoon,rajoon,Venemaa,Bashkortostani Vabariik,,Mishkino rajoon,,,,False,Mishkino rajoon; Bashkortostani Vabariik; Venemaa,venemaa|bashkortostani vabariik||mishkino rajoon|
520184,Mishkino rajoon,rajoon,Venemaa,Bashkortostani Vabariik,,Mishkino rajoon,,,,False,Mishkino rajoon; Bashkortostani Vabariik; Venemaa,venemaa|bashkortostani vabariik||mishkino rajoon|
520185,Mishkino rajoon,rajoon,Venemaa,Bashkortostani Vabariik,,Mishkino rajoon,,,,False,Mishkino rajoon; Bashkortostani Vabariik; Venemaa,venemaa|bashkortostani vabariik||mishkino rajoon|
520186,Mishkino rajoon,rajoon,Venemaa,Bashkortostani Vabariik,,Mishkino rajoon,,,,False,Mishkino rajoon; Bashkortostani Vabariik; Venemaa,venemaa|bashkortostani vabariik||mishkino rajoon|
520187,Mishkino rajoon,rajoon,Venemaa,Bashkortostani Vabariik,,Mishkino rajoon,,,,False,Mishkino rajoon; Bashkortostani Vabariik; Venemaa,venemaa|bashkortostani vabariik||mishkino rajoon|
520188,Mishkino rajoon,rajoon,Venemaa,Bashkortostani Vabariik,,Mishkino rajoon,,,,False,Mishkino rajoon; Bashkortostani Vabariik; Venemaa,venemaa|bashkortostani vabariik||mishkino rajoon|
520189,Mishkino rajoon,rajoon,Venemaa,Bashkortostani Vabariik,,Mishkino rajoon,,,,False,Mishkino rajoon; Bashkortostani Vabariik; Venemaa,venemaa|bashkortostani vabariik||mishkino rajoon|
520190,Mishkino rajoon,rajoon,Venemaa,Bashkortostani Vabariik,,Mishkino rajoon,,,,False,Mishkino rajoon; Bashkortostani Vabariik; Venemaa,venemaa|bashkortostani vabariik||mishkino rajoon|
520191,Knjazpogostski rajoon,rajoon,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,,,,False,Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|
520193,Gani küla,küla,Venemaa,Komi Vabariik,,Izhma rajoon,Gani küla,272.0,,False,Gani küla; Izhma rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||izhma rajoon|gani küla
520194,Knjazpogostski rajoon,rajoon,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,,,,False,Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|
520196,Knjazpogostski rajoon,rajoon,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,,,,False,Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|
520603,Šereganovo küla,küla,Venemaa,Mari ANSV,,Morko rajoon,Šereganovo küla,52392.0,,False,Šereganovo küla; Morko rajoon; Mari ANSV; Venemaa,venemaa|mari ansv||morko rajoon|šereganovo küla
520617,Knjazpogostski rajoon,rajoon,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,,,,False,Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|
521055,Knjazpogostski rajoon,rajoon,Venemaa,Komi Vabariik,,Knjazpogostski rajoon,,,,False,Knjazpogostski rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||knjazpogostski rajoon|
521362,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521363,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521366,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521368,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521370,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521371,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521372,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521373,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521374,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521375,Rimja küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Rimja küla,384.0,,False,Rimja küla; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|rimja küla
521376,Rimja küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Rimja küla,384.0,,False,Rimja küla; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|rimja küla
521377,Rimja küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Rimja küla,384.0,,False,Rimja küla; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|rimja küla
521378,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521379,Gami külakond,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami külakond,418.0,,False,Gami külakond; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami külakond
521380,Ust-Võmi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,,,,False,Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|
521381,Gami külakond,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami külakond,418.0,,False,Gami külakond; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami külakond
521382,Gami külakond,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami külakond,418.0,,False,Gami külakond; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami külakond
521383,Gami administratiivne üksus,küla,Venemaa,Komi Vabariik,,Ust-Võm rajoon,Gami administratiivne üksus,449.0,,False,Gami administratiivne üksus; Ust-Võm rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võm rajoon|gami administratiivne üksus
521384,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,455.0,,False,Gami küla; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521385,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,455.0,,False,Gami küla; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521386,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,455.0,,False,Gami küla; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521387,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,455.0,,False,Gami küla; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521388,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,455.0,,False,Gami küla; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521389,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,455.0,,False,Gami küla; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521390,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,455.0,,False,Gami küla; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521581,Ai-Pim jõgi,küla,Venemaa,Handi-Mansi RR administratiivne üksus,,Surguti rajoon,Ai-Pim jõgi,527.0,,False,Ai-Pim jõgi; Surguti rajoon; Handi-Mansi RR administratiivne üksus; Venemaa,venemaa|handi-mansi rr administratiivne üksus||surguti rajoon|ai-pim jõgi
521646,Šurõškarõ rajoon,rajoon,Venemaa,Tjumeni oblast,,Šurõškarõ rajoon,,,,False,Šurõškarõ rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||šurõškarõ rajoon|
521647,Šurõškarõ rajoon,rajoon,Venemaa,Tjumeni oblast,,Šurõškarõ rajoon,,,,False,Šurõškarõ rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||šurõškarõ rajoon|
521688,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521689,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521690,Derevjanski küla,küla,Venemaa,Komi Vabariik,,Ust-Kulom rajoon,Derevjanski küla,599.0,,False,Derevjanski küla; Ust-Kulom rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulom rajoon|derevjanski küla
521691,Derevjanski küla,küla,Venemaa,Komi Vabariik,,Ust-Kulom rajoon,Derevjanski küla,599.0,,False,Derevjanski küla; Ust-Kulom rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulom rajoon|derevjanski küla
521692,Derevjanski küla,küla,Venemaa,Komi Vabariik,,Ust-Kulom rajoon,Derevjanski küla,599.0,,False,Derevjanski küla; Ust-Kulom rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulom rajoon|derevjanski küla
521693,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521698,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521699,Malaja-Kužba küla,küla,Venemaa,Komi Vabariik,,rajoon,Malaja-Kužba küla,635.0,,False,Malaja-Kužba küla; rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||rajoon|malaja-kužba küla
521701,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521702,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521703,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521704,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521705,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521706,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521707,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521708,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521709,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521710,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521711,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521712,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
521713,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521714,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
521715,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
522051,Parma küla,küla,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,Parma küla,762.0,,False,Parma küla; Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|parma küla
522052,Kužba küla,küla,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,Kužba küla,768.0,,False,Kužba küla; Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|kužba küla
522053,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
522062,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
522063,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
522064,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
522065,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
522066,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
522067,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
522068,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
522069,Ust-Kulomi rajoon,rajoon,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,,,,False,Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|
522070,Gami küla,küla,Venemaa,Komi Vabariik,,Ust-Võmi rajoon,Gami küla,641.0,,False,Gami külanõukogu; Ust-Võmi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-võmi rajoon|gami küla
522071,Jönöddori küla,küla,Venemaa,Komi Vabariik,,rajoon,Jönöddori küla,841.0,,False,Jönöddori küla; Gami külanõukogu; rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||rajoon|jönöddori küla
522072,Parma küla,küla,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,Parma küla,849.0,,False,Parma küla; Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|parma küla
522073,Parma küla,küla,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,Parma küla,849.0,,False,Parma küla; Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|parma küla
522074,Parma küla,küla,Venemaa,Komi Vabariik,,Ust-Kulomi rajoon,Parma küla,849.0,,False,Parma küla; Ust-Kulomi rajoon; Komi Vabariik; Venemaa,venemaa|komi vabariik||ust-kulomi rajoon|parma küla
522723,Komi ANSV,regioon,Venemaa,Komi ANSV,,,,,,False,Komi ANSV; Venemaa,venemaa|komi ansv|||
524027,Handi-Mansi autonoomne ringkond,küla,Venemaa,Tjumeni oblast,,Belojarski rajoon,Handi-Mansi autonoomne ringkond,906.0,,False,Handi-Mansi autonoomne ringkond; Belojarski rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||belojarski rajoon|
524028,Handi-Mansi autonoomne ringkond,küla,Venemaa,Tjumeni oblast,,Belojarski rajoon,Handi-Mansi autonoomne ringkond,906.0,,False,Handi-Mansi autonoomne ringkond; Belojarski rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||belojarski rajoon|
524029,Handi-Mansi autonoomne ringkond,küla,Venemaa,Tjumeni oblast,,Belojarski rajoon,Handi-Mansi autonoomne ringkond,906.0,,False,Handi-Mansi autonoomne ringkond; Belojarski rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||belojarski rajoon|
524030,Handi-Mansi autonoomne ringkond,küla,Venemaa,Tjumeni oblast,,Belojarski rajoon,Handi-Mansi autonoomne ringkond,906.0,,False,Handi-Mansi autonoomne ringkond; Belojarski rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||belojarski rajoon|
524031,Handi-Mansi autonoomne ringkond,küla,Venemaa,Tjumeni oblast,,Belojarski rajoon,Handi-Mansi autonoomne ringkond,906.0,,False,Handi-Mansi autonoomne ringkond; Belojarski rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||belojarski rajoon|
524032,Handi-Mansi autonoomne ringkond,küla,Venemaa,Tjumeni oblast,,Belojarski rajoon,Handi-Mansi autonoomne ringkond,906.0,,False,Handi-Mansi autonoomne ringkond; Belojarski rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||belojarski rajoon|
524033,Handi-Mansi autonoomne ringkond,küla,Venemaa,Tjumeni oblast,,Belojarski rajoon,Handi-Mansi autonoomne ringkond,906.0,,False,Handi-Mansi autonoomne ringkond; Belojarski rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||belojarski rajoon|
524034,Handi-Mansi autonoomne ringkond,küla,Venemaa,Tjumeni oblast,,Belojarski rajoon,Handi-Mansi autonoomne ringkond,906.0,,False,Handi-Mansi autonoomne ringkond; Belojarski rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||belojarski rajoon|
524035,Handi-Mansi autonoomne ringkond,küla,Venemaa,Tjumeni oblast,,Belojarski rajoon,Handi-Mansi autonoomne ringkond,906.0,,False,Handi-Mansi autonoomne ringkond; Belojarski rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||belojarski rajoon|
524437,Handi-Mansi autonoomne ringkond,küla,Venemaa,Tjumeni oblast,,Belojarski rajoon,Handi-Mansi autonoomne ringkond,906.0,,False,Handi-Mansi autonoomne ringkond; Belojarski rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||belojarski rajoon|
524438,Handi-Mansi autonoomne ringkond,küla,Venemaa,Tjumeni oblast,,Belojarski rajoon,Handi-Mansi autonoomne ringkond,906.0,,False,Handi-Mansi autonoomne ringkond; Belojarski rajoon; Tjumeni oblast; Venemaa,venemaa|tjumeni oblast||belojarski rajoon|
